house_bill_number,title,significance,date_filed,principal_authors,date_read,primary_referral,mother_bill_status,status
HB00059,"AN ACT SETTING THE MINIMUM PAID-UP CAPITAL AND LOCALLY PRODUCED STOCK INVENTORY REQUIREMENTS FOR FOREIGN RETAIL BUSINESS ENTERPRISES, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 8762, OTHERWISE KNOWN AS THE ""RETAIL TRADE LIBERALIZATION ACT OF 2000""",NATIONAL,2019-07-01,"YAP, VICTOR A.; SUANSING, ESTRELLITA B.; ROMUALDO, XAVIER JESUS D.; VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.; SALCEDA, JOEY SARTE; SILVERIO, LORNA C.; ROMERO, MICHAEL ODYLON L.; GARIN, SHARON S.; SUANSING, HORACIO JR. P.; CABREDO, FERNANDO T.; ONG, RONNIE L.; ALBANO, ANTONIO ""TONYPET"" T.; CALDERON, PETER JOHN D.; BUSTOS, JORGE ANTONIO P.; NIETO, JOHN MARVIN ""YUL SERVO"" C.; BOLILIA, LIANDA B.; ROMUALDEZ, FERDINAND MARTIN G.; CASTRO, FREDENIL ""FRED"" H.; DELOS SANTOS, ALFRED C.; GATCHALIAN, WESLIE T.; BIRON, BRAEDEN JOHN Q.; SINGSON-MEEHAN, KRISTINE; CUEVA, LEO RAFAEL M.; BORDADO, GABRIEL JR. H.; REYES, ALLAN BENEDICT S.; TIANGCO, JOHN REYNALD M.; GO, MARK O.; CALIXTO, ANTONINO G.; REVILLA, STRIKE B.; VILLAR, CAMILLE A.; ALVAREZ, FRANZ ""CHICOY"" E.; VERGARA, ROSANNA ""RIA""; OUANO-DIZON, EMMARIE ""LOLYPOP""; SUNTAY, JESUS ""BONG"" C.; COLLANTES, MA. THERESA V.; DUAVIT, JOHN MICHAEL R.; AUMENTADO, ERICO ARISTOTLE C.; CAMPOS, LUIS JR. N.; SAGARBARRIA, MANUEL T.; BARONDA, JULIENNE ""JAM"" L.; CUA, JUNIE E.; KHO, ELISA ""OLGA"" T.; OLIVAREZ, ERIC L.; MARTINEZ, ERIC M.; GARCIA, JOSE ENRIQUE ""JOET"" III S.; MATUGAS, FRANCISCO JOSE ""BINGO"" II F., CPA, CESO, LLB; PACQUIAO, ROGELIO D.; PANOTES, MARISOL C.; BABASA, LEONARDO JR. L.; ESPINO,JUMEL ANTHONY I.; ALBANO, RODOLFO B.; GARBIN, ALFREDO JR. A.; UNABIA, CHRISTIAN S.; VILLA, JAKE VINCENT; CO, ELIZALDY S.; QUIMBO, STELLA LUZ A.; ROBES, FLORIDA ""RIDA"" P.; DEFENSOR,, MICHAEL T.; BILLONES, EMMANUEL ""TAWI""; LACSON, VIRGILIO S.; CARI, CARL NICOLAS C.; EBCAS, ADRIANO A.; PICHAY, PROSPERO JR. A.; ",2019-07-23,TRADE AND INDUSTRY,,House agreed on 2021-05-25 to the request for a conference made by the Senate on 2021-05-24
HB00060,AN ACT PROVIDING A SOCIALIZED MICROFINANCING PROGRAM FOR MICRO ENTERPRISES THEREBY PROMOTING ENTREPRENEURSHIP,NATIONAL,2019-07-01,"YAP, VICTOR A.",2019-07-23,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT","Approved by the House on 2021-08-23, transmitted to the Senate on 2021-08-24 and received by the Senate on 2021-08-24",Substituted by HB09533
HB00061,"AN ACT ESTABLISHING THE PHILIPPINE eHEALTH SYSTEM AND SERVICES IN THE DELIVERY OF HEALTH SERVICES WITH THE USE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY IN THE PHILIPPINES, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2019-07-01,"YAP, VICTOR A.",2019-07-23,HEALTH,,Pending with the Committee on HEALTH since 2019-07-23
HB00062,"AN ACT STRENGTHENING THE POWERS OF THE NATIONAL TELECOMMUNICATIONS COMMISSION, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 7925, OTHERWISE KNOWN AS THE ꞌPUBLIC TELECOMMUNICATIONS POLICY ACT OF THE PHILIPPINESꞌ",NATIONAL,2019-07-01,"YAP, VICTOR A.",2019-07-23,INFORMATION AND COMMUNICATIONS TECHNOLOGY,,Pending with the Committee on INFORMATION AND COMMUNICATIONS TECHNOLOGY since 2019-07-23
HB00063,"AN ACT AMENDING SECTION 15 OF REPUBLIC ACT NO. 7227, AS AMENDED, OTHERWISE KNOWN AS THE BASES CONVERSION AND DEVELOPMENT ACT OF 1992",NATIONAL,2019-07-01,"YAP, VICTOR A.",2019-07-23,BASES CONVERSION,,Pending with the Committee on BASES CONVERSION since 2019-07-23
HB00064,"AN ACT RATIONALIZING THE INCOME REQUIREMENTS FOR THE CREATION OF A MUNICIPALITY, THE DECLARATION OF HIGHLY URBANIZED STATUS IN THE CASE OF COMPONENT CITIES AND THE CREATION OF A PROVINCE, AMENDING FOR THE PURPOSE SECTIONS 442(a), 452(a), 453 AND 461(a), (b) AND (c) OF REPUBLIC ACT NO. 7160, AS AMENDED, OTHERWISE KNOWN AS THE ꞌLOCAL GOVERNMENT CODE OF 1991ꞌ",NATIONAL,2019-07-01,"YAP, VICTOR A.",2019-07-23,LOCAL GOVERNMENT,,"n The Case Of Component Cities And The Creation Of A ProvinceSignificance: NATIONALDate Filed: 2019-07-01Principal Author/s: YAP, VICTOR A.Date Read: 2019-07-23Primary Referral: LOCAL GOVERNMENTStatus: Pending with the Committee on LOCAL GOVERNMENT since 2019-07-23"
HB00065,"AN ACT PROTECTING SENIOR CITIZEN FROM VIOLENCE, DEFINING ELDER ABUSE, AND PRESCRIBING PENALTIES THEREFOR",NATIONAL,2019-07-01,"YAP, VICTOR A.",2019-07-23,SENIOR CITIZENS,,Pending with the Committee on SENIOR CITIZENS since 2019-07-23
HB00066,AN ACT PROVIDING FOR THE MAGNA CARTA OF THE OUT-OF-SCHOOL YOUTH,NATIONAL,2019-07-01,"YAP, VICTOR A.",2019-07-23,YOUTH AND SPORTS DEVELOPMENT,,Referred to Stakeholders on 2021-02-23
HB00067,AN ACT GRANTING BENEFITS AND PRIVILEGES TO JUNIOR CITIZENS,NATIONAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,YOUTH AND SPORTS DEVELOPMENT,,Pending with the Committee on YOUTH AND SPORTS DEVELOPMENT since 2019-07-23
HB00068,"AN ACT STRENGTHENING DRUG PREVENTION AND CONTROL, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 9165, AS AMENDED, OTHERWISE KNOWN AS THE ꞌCOMPREHENSIVE DANGEROUS DRUGS ACT OF 2002ꞌ",NATIONAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,DANGEROUS DRUGS,"Approved by the House on 2021-03-02, transmitted to the Senate on 2021-03-03 and received by the Senate on 2021-03-03",Substituted by HB07814
HB00069,AN ACT AMENDING SECTION 9 AND SECTION 27 OF REPUBLIC ACT NO. 8189 OR THE VOTER'S REGISTRATION ACT OF 1996,NATIONAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,SUFFRAGE AND ELECTORAL REFORMS,,Pending with the Committee on SUFFRAGE AND ELECTORAL REFORMS since 2019-07-23
HB00070,AN ACT PROHIBITING POLITICAL TURNCOATISM AND PROVIDING PENALTIES THEREFOR,NATIONAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,SUFFRAGE AND ELECTORAL REFORMS,,Pending with the Committee on SUFFRAGE AND ELECTORAL REFORMS since 2019-07-23
HB00071,"AN ACT PROHIBITING THE DISPLAY OR ADVERTISEMENT OF GOVERNMENT OFFICIALS' NAMES AND PHOTOS IN ALL GOVERNMENT PROJECTS, SERVICES AND VEHICLES",NATIONAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,CIVIL SERVICE AND PROFESSIONAL REGULATION,,Pending with the Committee on CIVIL SERVICE AND PROFESSIONAL REGULATION since 2019-07-23
HB00072,AN ACT PROVIDING FOR THE ESTABLISHMENT OF THE PHILIPPINE DNA DATABASE SYSTEM,NATIONAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,PUBLIC ORDER AND SAFETY,,Pending with the Committee on PUBLIC ORDER AND SAFETY since 2019-07-23
HB00073,AN ACT INSTITUTING THE MAGNA CARTA OF BENEFITS FOR THE OFFICERS AND PERSONNEL OF THE PHILIPPINE DRUG ENFORCEMENT AGENCY,NATIONAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,DANGEROUS DRUGS,,Pending with the Committee on DANGEROUS DRUGS since 2019-07-23
HB00074,"AN ACT DECLARING AS AGRICULTURAL LAND CERTAIN PARCELS OF LAND OF THE PUBLIC DOMAIN SITUATED WITHIN THE CITY OF SURIGAO, PROVINCE OF SURIGAO DEL NORTE",LOCAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,NATURAL RESOURCES,,Pending with the Committee on NATURAL RESOURCES since 2019-07-23
HB00075,"AN ACT REQUIRING ALL BROADCAST MEDIA NETWORKS TO DEVOTE A TOTAL OF TWENTY (20) MINUTES OF REGULAR AIRTIME A DAY FOR PUBLIC SERVICE ANNOUNCEMENTS, FREE OF CHARGE, AND PROVIDING PENALTIES FOR THE VIOLATION THEREOF",NATIONAL,2019-07-01,"BARBERS, ROBERT ACE S.",2019-07-23,PUBLIC INFORMATION,,Pending with the Committee on PUBLIC INFORMATION since 2019-07-23
HB00076,AN ACT ESTABLISHING THE RULES AND POLICIES ON THE DOMESTIC ADMINISTRATIVE ADOPTION OF FILIPINOS AND FOR OTHER PURPOSES,NATIONAL,2019-07-01,"RUIZ DAZA, PAUL",2019-07-23,WELFARE OF CHILDREN,"Approved by the House on 2021-07-28, transmitted to the Senate on 2021-07-29 and received by the Senate on 2021-07-29",Substituted by HB08998
HB00077,AN ACT STRENGTHENING PUBLIC-PRIVATE PARTNERSHIPS AND APPROPRIATING FUNDS THEREFOR,NATIONAL,2019-07-01,"SALCEDA, JOEY SARTE",2019-07-23,PUBLIC WORKS AND HIGHWAYS,,Pending with the Committee on PUBLIC WORKS AND HIGHWAYS since 2019-07-23
HB00078,"AN ACT PROVIDING FOR THE DEFINITION OF PUBLIC UTILITY, FURTHER AMENDING FOR THE PURPOSE COMMONWEALTH ACT NO. 146, OTHERWISE KNOWN AS THE ""PUBLIC SERVICE ACT"" AS AMENDED",NATIONAL,2019-07-01,"SALCEDA, JOEY SARTE; YAP, VICTOR A.; ROMUALDO, XAVIER JESUS D.; VILLAFUERTE, LUIS RAYMUND ""LRAY"" JR F.; SALO, RON P.; SUANSING, ESTRELLITA B.; SUANSING, HORACIO JR. P.; GARIN, SHARON S.; HERRERA-DY, BERNADETTE ""BH""; BENITEZ, JOSE FRANCISCO ""KIKO"" B.; ALBANO, ANTONIO ""TONYPET"" T.; BIAZON, RUFFY B.; DEFENSOR, LORENZ R.; CHATTO, EDGAR M.; QUIMBO, STELLA LUZ A.; ",2019-07-23,ECONOMIC AFFAIRS,,"Approved by the House on 2020-03-10, transmitted to the Senate on 2020-03-11 and received by the Senate on 2020-03-11"
HB00079,"AN ACT INSTITUTIONALIZING THE NATIONAL ECONOMIC AND DEVELOPMENT AUTHORITY AS THE INDEPENDENT ECONOMIC AND PLANNING AGENCY OF THE PHILIPPINE GOVERNMENT, DEFINING ITS FUNCTIONS, AND APPROPRIATING FUNDS THEREFOR, REPEALING FOR THE PURPOSE EXECUTIVE ORDER NO. 230 SERIES OF 1987, ALSO KNOWN AS THE REORGANIZATION ACT OF THE NATIONAL ECONOMIC AND DEVELOPMENT AUTHORITY",NATIONAL,2019-07-01,"SALCEDA, JOEY SARTE",2019-07-23,ECONOMIC AFFAIRS,,Pending with the Committee on ECONOMIC AFFAIRS since 2019-07-23
HB00080,AN ACT PROVIDING FOR COMPENSATION TO STAY-AT-HOME HOUSEWIVES,NATIONAL,2019-07-01,"SALCEDA, JOEY SARTE",2019-07-23,WOMEN AND GENDER EQUALITY,,Pending with the Committee on WOMEN AND GENDER EQUALITY since 2019-07-23
HB00081,"AN ACT PRESCRIBING A MANDATORY OCCUPATIONAL SAFETY, HEALTH, AND EMERGENCY RESPONSE PROGRAM FOR ALL ARTISTS IN THE FILM, TELEVISION, AND THEATER INDUSTRIES OF THE PHILIPPINES, AND FOR OTHER PURPOSES",NATIONAL,2019-07-01,"ONG, RONNIE L.; DELOS SANTOS, ALFRED C.; ",2019-07-23,LABOR AND EMPLOYMENT,"Approved by the House on 2020-11-24, transmitted to the Senate on 2020-11-25 and received by the Senate on 2020-11-25",Substituted by HB07762
HB00082,"AN ACT AMENDING SECTIONS 9 AND 41 OF RA 8291, OTHERWISE KNOWN AS THE ""GOVERNMENT SERVICE INSURANCE ACT OF 1997"" BY DEFINING ""BASIC MONTHLY PENSION"" AND INCREASING THE MEMBERSHIP OF THE BOARD OF TRUSTEES OF THE GSIS",NATIONAL,2019-07-01,"GARBIN, ALFREDO JR. A.",2019-07-23,GOVERNMENT ENTERPRISES AND PRIVATIZATION,,Pending with the Committee on GOVERNMENT ENTERPRISES AND PRIVATIZATION since 2019-07-23
HB00083,"AN ACT INCREASING THE MINIMUM MONTHLY PENSION OF PRIVATE SECTOR PENSIONERS BY AMENDING SECTION 12 OF RA 11199, OTHERWISE KNOWN AS THE ꞌSOCIAL SECURITY ACT OF 2018ꞌ",NATIONAL,2019-07-01,"GARBIN, ALFREDO JR. A.",2019-07-23,GOVERNMENT ENTERPRISES AND PRIVATIZATION,,Pending with the Committee on GOVERNMENT ENTERPRISES AND PRIVATIZATION since 2019-07-23
HB00084,"AN ACT AMENDING SECTIONS 10 AND 13 OF RA 10912, OTHERWISE KNOWN AS THE ""CONTINUING PROFESSIONAL DEVELOPMENT ACT OF 1996ꞌ"" BY EXEMPTING OFW'S FROM THE COVERAGE OF THE CPD LAW AND PROVIDING FOR MANDATORY PAID LEAVE AND COST SHARING OF EXPENSES IN COMPLYING WITH THE CPD LAW",NATIONAL,2019-07-01,"GARBIN, ALFREDO JR. A.",2019-07-23,HIGHER AND TECHNICAL EDUCATION,Unfinished Business (Period of Sponsorship),Substituted by HB09311
HB00085,AN ACT REQUIRING ALL GOVERNMENT AND NON-GOVERNMENT OFFICES AND ESTABLISHMENTS TO ADOPT POLICIES TO PREVENT AND ADDRESS THE ACTS OF BULLYING AND OTHER SIMILAR ACTS IN THEIR WORKPLACE,NATIONAL,2019-07-01,"GARBIN, ALFREDO JR. A.; CO, ELIZALDY S.; ",2019-07-23,CIVIL SERVICE AND PROFESSIONAL REGULATION,,Pending with the Committee on CIVIL SERVICE AND PROFESSIONAL REGULATION since 2019-07-23
HB00086,AN ACT REDUCING THE OPTIONAL RETIREMENT AGE TO 56 YEARS OLD,NATIONAL,2019-07-01,"GARBIN, ALFREDO JR. A.",2019-07-23,GOVERNMENT ENTERPRISES AND PRIVATIZATION,"Approved by the House on 2019-12-16, transmitted to the Senate on 2019-12-17 and received by the Senate on 2019-12-17",Substituted by HB05509
HB00087,AN ACT GRANTING DISCOUNT PRIVILEGES AND OTHER BENEFITS TO PUBLIC SCHOOL TEACHERS AND FOR OTHER PURPOSES,NATIONAL,2019-07-01,"GARBIN, ALFREDO JR. A.; CO, ELIZALDY S.; ",2019-07-23,BASIC EDUCATION AND CULTURE,,Pending with the Committee on BASIC EDUCATION AND CULTURE since 2019-07-23
HB00088,"AN ACT GRANTING UNIVERSAL SOCIAL PENSION TO SENIOR CITIZENS, FURTHER AMENDING REPUBLIC ACT NO. 7432, AS AMENDED BY RA 9994, OTHERWISE KNOWN AS THE ꞌEXPANDED SENIOR CITIZENS ACT OF 2010ꞌ",NATIONAL,2019-07-01,"GARBIN, ALFREDO JR. A.",2019-07-23,SENIOR CITIZENS,"Approved by the House on 2021-08-02, transmitted to the Senate on 2021-08-03 and received by the Senate on 2021-08-03",Substituted by HB09459
HB00089,"AN ACT CHANGING THE TERM OF OFFICE OF ALL BARANGAY OFFICIALS FROM THREE (3) YEARS TO FIVE (5) YEARS AND PROVIDING A SYSTEM FOR RECALL, AMENDING FOR THE PURPOSE SECTION 43 AND SECTION 74, RESPECTIVELY, OF REPUBLIC ACT NUMBERED SEVEN THOUSAND ONE HUNDRED SIXTY, OTHERWISE KNOWN AS THE LOCAL GOVERNMENT CODE OF 1991, AND FOR OTHER PURPOSES",NATIONAL,2019-07-01,"GARBIN, ALFREDO JR. A.; CO, ELIZALDY S.; ",2019-07-23,LOCAL GOVERNMENT,Pending With Rules (Included in OB on 2021-03-02),Substituted by HB08825
HB00090,"AN ACT PROVIDING FOR THE MODERNIZATION OF THE PHILIPPINE TRANSPORTATION INFRASTRUCTURE, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",NATIONAL,2019-07-01,"SARMIENTO, EDGAR S.",2019-07-23,TRANSPORTATION,,Pending with the Committee on TRANSPORTATION since 2019-07-23
HB00091,"AN ACT AMENDING SECTION 69 OF BATAS PAMBANSA BILANG 881, ALSO KNOWN AS THE OMNIBUS ELECTION CODE, IMPOSING A FINE UPON A NUISANCE CANDIDATE AND/OR PERSONS IN CONSPIRACY WITH SUCH CANDIDATE FOR THE MALICIOUS FILING OF A CERTIFICATE OF CANDIDACY",NATIONAL,2019-07-01,"SARMIENTO, EDGAR S.",2019-07-23,SUFFRAGE AND ELECTORAL REFORMS,Approved on Third Reading on 2021-08-24,Substituted by HB09557
HB00092,"AN ACT AMENDING SECTIONS 12 AND 68 OF BATAS PAMBANSA BILANG 881, ALSO KNOWN AS THE OMNIBUS ELECTION CODE, DISQUALIFYING PERSONS CONVICTED OR SANCTIONED IN ANY COURT, TRIBUNAL OR BODY FROM BEING DECLARED AS A CANDIDATE OR FROM HOLDING ANY PUBLIC OFFICE PENDING APPEAL OF CONVICTION, WHERE THE PENALTY IMPOSED INCLUDES TEMPORARY OR PERPETUAL DISQUALIFICATION",NATIONAL,2019-07-01,"SARMIENTO, EDGAR S.",2019-07-23,SUFFRAGE AND ELECTORAL REFORMS,,Pending with the Committee on SUFFRAGE AND ELECTORAL REFORMS since 2019-07-23
HB00093,"AN ACT CREATING AN EXTENSION OFFICE OF THE DEPARTMENT OF FOREIGN AFFAIRS IN CALBAYOG CITY, SAMAR PROVINCE AND APPROPRIATING FUNDS THEREFOR",LOCAL,2019-07-01,"SARMIENTO, EDGAR S.",2019-07-23,FOREIGN AFFAIRS,Adopted as Resolution No. HR00036 on 2020-01-29,Substituted by HR00630
HB00094,"AN ACT CONVERTING THE SATELLITE OFFICE OF THE MARITIME INDUSTRY AUTHORITY LOCATED IN CALBAYOG CITY, PROVINCE OF SAMAR INTO AN EXTENSION OFFICE AND APPROPRIATING FUNDS THEREFOR",LOCAL,2019-07-01,"SARMIENTO, EDGAR S.; YAP, ERIC G.; ",2019-07-23,TRANSPORTATION,,"Approved by the House on 2021-01-20, transmitted to the Senate on 2021-01-25 and received by the Senate on 2021-01-25"
HB00095,AN ACT PROHIBITING DISCRIMINATION ON THE BASIS OF SEXUAL ORIENTATION OR GENDER IDENTITY OR EXPRESSION (SOGIE) AND PROVIDING PENALTIES THEREFOR,NATIONAL,2019-07-01,"ACOSTA-ALBA, MARIA LOURDES",2019-07-23,WOMEN AND GENDER EQUALITY,,Referred to Stakeholders on 2019-09-12
HB00096,"AN ACT AUTHORIZING THE CITY OR MUNICIPAL CIVIL REGISTRAR, OR THE CONSUL GENERAL, TO UPDATE IN THE CIVIL REGISTER THE CIVIL STATUS OF A FILIPINO SPOUSE WHO WAS VALIDLY DIVORCED BY A FOREIGN SPOUSE, WITHOUT THE NEED OF A JUDICIAL ORDER",NATIONAL,2019-07-01,"ACOSTA-ALBA, MARIA LOURDES",2019-07-23,POPULATION AND FAMILY RELATIONS,,Pending with the Committee on POPULATION AND FAMILY RELATIONS since 2019-07-23
HB00097,AN ACT PROVIDING FOR A COMPREHENSIVE HAZARDOUS AND RADIOACTIVE WASTES MANAGEMENT AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF,NATIONAL,2019-07-01,"ACOSTA-ALBA, MARIA LOURDES",2019-07-23,ECOLOGY,,Pending with the Committee on ECOLOGY since 2019-07-23
HB00098,AN ACT PROVIDING FOR THE DELINEATION OF THE SPECIFIC FOREST LIMITS OF THE PUBLIC DOMAIN AND FOR OTHER PURPOSES,NATIONAL,2019-07-01,"ACOSTA-ALBA, MARIA LOURDES",2019-07-23,NATURAL RESOURCES,Printed copies distributed to members on 2020-05-14,Substituted by HB06194
HB00099,AN ACT INSTITUTIONALIZING INDUSTRY CLUSTER-BASED PROGRAMS AND PROJECTS THROUGH INTER-LOCAL COOPERATION AND PEOPLE'S PARTICIPATION,NATIONAL,2019-07-01,"ACOSTA-ALBA, MARIA LOURDES",2019-07-23,PEOPLE'S PARTICIPATION,,Pending with the Committee on  since 2019-07-23
HB00100,AN ACT INSTITUTING ABSOLUTE DIVORCE AND DISSOLUTION OF MARRIAGE IN THE PHILIPPINES,NATIONAL,2019-07-01,"LAGMAN, EDCEL C.",2019-07-23,POPULATION AND FAMILY RELATIONS,,Deliberated by the TWG on 2020-03-04
HB00101,AN ACT PROVIDING THAT THE SEASONABLE FILING OF A MOTION FOR RECONSIDERATION AND/OR APPEAL SHALL STAY THE EXECUTION OF THE CHALLENGED ORDER OF DECISION,NATIONAL,2019-07-01,"LAGMAN, EDCEL C.",2019-07-23,JUSTICE,,Pending with the Committee on JUSTICE since 2019-07-23
HB00102,"AN ACT PROTECTING THE PHYSICAL INTEGRITY OF A CULTURAL PROPERTY, PENALIZING ANY OBSTRUCTION TO ITS VIEW AND SIGHTLINE, AMENDING FOR THE PURPOSE REPUBLIC ACT     NO. 10066 OTHERWISE KNOWN AS THE ""NATIONAL CULTURAL HERITAGE ACT OF 2009""",NATIONAL,2019-07-01,"LAGMAN, EDCEL C.",2019-07-23,BASIC EDUCATION AND CULTURE,"Approved by the House on 2021-03-15, transmitted to the Senate on 2021-03-16 and received by the Senate on 2021-03-16",Substituted by HB08829
HB00103,"AN ACT REGULATING THE PRODUCTION, IMPORTATION, SALE, PROVISION, USE, RECOVERY, COLLECTION, RECYCLING, AND DISPOSAL OF PLASTIC PRODUCTS",NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,ECOLOGY,"Approved by the House on 2021-07-28, transmitted to the Senate on 2021-07-29 and received by the Senate on 2021-07-29",Substituted by HB09147
HB00104,AN ACT PROVIDING FOR A COMPREHENSIVE CIVIL REGISTRATION SYSTEM,NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,POPULATION AND FAMILY RELATIONS,,Pending with the Committee on POPULATION AND FAMILY RELATIONS since 2019-07-23
HB00105,"AN ACT INSTITUTING A NATIONAL LAND USE AND MANAGEMENT POLICY, PROVIDING THE IMPLEMENTING MECHANISMS, AND APPROPRIATING FUNDS THEREFOR",NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,LAND USE,,Pending with the Committee on LAND USE since 2019-07-23
HB00106,AN ACT PROVIDING FOR THE SUSTAINABLE MANAGEMENT OF FOREST AND FOREST LANDS AND FOR OTHER PURPOSES,NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,NATURAL RESOURCES,"Approved by the House on 2021-02-01, transmitted to the Senate on 2021-02-02 and received by the Senate on 2021-02-02",Substituted by HB08179
HB00107,AN ACT ESTABLISHING MARINE PROTECTED AREAS IN ALL COASTAL MUNICIPALITIES AND CITIES,NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,NATURAL RESOURCES,,Pending with the Committee on NATURAL RESOURCES since 2019-07-23
HB00108,"AN ACT PROVIDING FOR STRICTER REGULATION IN THE PACKAGING, USE, SALE, DISTRIBUTION AND ADVERTISEMENT OF TOBACCO PRODUCTS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 9211, OTHERWISE KNOWN AS THE ꞌTOBACCO REGULATION ACT OF 2003ꞌ",NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,HEALTH,,Pending with the Committee on HEALTH since 2019-07-23
HB00109,"AN ACT STRENGTHENING THE BARANGAY UNIT BY PROVIDING ADDITIONAL BENEFITS TO BARANGAY SECURITY, HEALTH AND NUTRITION WORKERS, AMENDING PRESIDENTIAL DECREE NO. 1569, REPUBLIC ACT NO. 7160 AND REPUBLIC ACT NO. 7883, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,LOCAL GOVERNMENT,,Pending with the Committee on LOCAL GOVERNMENT since 2019-07-23
HB00110,AN ACT DEFINING POLITICAL DYNASTY AND PROHIBITING THE ESTABLISHMENT THEREOF,NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,SUFFRAGE AND ELECTORAL REFORMS,,Pending with the Committee on SUFFRAGE AND ELECTORAL REFORMS since 2019-07-23
HB00111,"AN ACT ENSURING THE FUNDAMENTAL EQUALITY OF MEN AND WOMEN UNDER THE LAWS ON MARRIAGE AND FAMILY RELATIONS, AMENDING FOR THE PURPOSE ARTICLES 14, 96, 124, 211, AND 225 OF EXECUTIVE ORDER 209, OTHERWISE KNOWN AS THE FAMILY CODE OF THE PHILIPPINES",NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,WOMEN AND GENDER EQUALITY,Pending With Rules (Included in OB on 2020-01-28),Substituted by HB06078
HB00112,"AN ACT TO REGULATE THE RATIONAL EXPLORATION, DEVELOPMENT AND UTILIZATION OF MINERAL RESOURCES, AND TO ENSURE THE EQUITABLE SHARING OF BENEFITS FOR THE STATE, INDIGENOUS PEOPLES AND LOCAL COMMUNITIES, AND FOR OTHER PURPOSES",NATIONAL,2019-07-01,"FORTUN, LAWRENCE ""LAW"" H.",2019-07-23,NATURAL RESOURCES,,Pending with the Committee on NATURAL RESOURCES since 2019-07-23
HB00113,AN ACT PRESCRIBING STANDARDS FOR RESPONSIBLE MINING,NATIONAL,2019-07-01,"MACAPAGAL ARROYO, JUAN MIGUEL",2019-07-23,NATURAL RESOURCES,,Pending with the Committee on NATURAL RESOURCES since 2019-07-23
HB00114,AN ACT PRESCRIBING URGENT RELATED MEASURES NECESSARY AND PROPER TO EFFECTIVELY ADDRESS THE TRAFFIC CRISIS IN METRO MANILA AND FOR OTHER PURPOSES,LOCAL,2019-07-01,"MACAPAGAL ARROYO, JUAN MIGUEL",2019-07-23,TRANSPORTATION,,Pending with the Committee on TRANSPORTATION since 2019-07-23
HB00115,"AN ACT PROVIDING ADDITIONAL PERSONAL EXEMPTION FOR INDIVIDUAL TAXPAYERS WHO TAKE CARE OF THEIR ELDERLY PARENTS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 8424, AS AMENDED, OTHERWISE KNOWN AS THE ꞌNATIONAL INTERNAL REVENUE CODE OF 1997ꞌ",NATIONAL,2019-07-01,"MACAPAGAL ARROYO, JUAN MIGUEL",2019-07-23,WAYS AND MEANS,,Pending with the Committee on WAYS AND MEANS since 2019-07-23
HB00116,"AN ACT ESTABLISHING A HOSPITAL FOR TEACHERS AND THEIR DEPENDENTS, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL,2019-07-01,"MACAPAGAL ARROYO, JUAN MIGUEL",2019-07-23,HEALTH,,Pending with the Committee on HEALTH since 2019-07-23
HB00117,AN ACT CREATING PROGRAMS FOR INCARCERATED MOTHERS AND THEIR CHILDREN,NATIONAL,2019-07-01,"MACAPAGAL ARROYO, JUAN MIGUEL",2019-07-23,JUSTICE,,Pending with the Committee on JUSTICE since 2019-07-23
