,amenity,building,shop,office,way
26289,,,,,POINT (120.9826134 14.4878889)
26290,,,,,POINT (120.9824761 14.4879933)
26291,,,,,POINT (120.9825149 14.4879899)
26292,,,,,POINT (120.9851959 14.4855906)
26293,,,department_store,,POINT (120.9853325 14.4859492)
26294,,,,,POINT (120.9820786 14.4883051)
26295,,,,,POINT (120.9821215 14.4883041)
26296,,,,,POINT (120.9820383 14.4883336)
26297,,,,,POINT (120.9819959 14.4883684)
26298,,,,,POINT (120.9819518 14.4884075)
26299,,,,,POINT (120.9818296 14.4885568)
26300,,,,,POINT (120.9821605 14.4882445)
26301,,,,,POINT (120.9832594 14.488333)
26302,,,,,POINT (120.9870627 14.4860113)
26303,,,,,POINT (121.0194031 14.5321576)
26304,,,,,POINT (121.0175141 14.5334041)
26305,,,,,POINT (121.0191504 14.5328379)
26306,,,,,POINT (121.0195461 14.5327149)
26307,,,,,POINT (121.0195817 14.5326566)
26308,,,,,POINT (121.0187637 14.5334578)
26309,,,,,POINT (121.0184279 14.534111)
26310,,,,,POINT (121.0180419 14.534716)
26311,,,car_repair,,POINT (121.0193361 14.5342105)
26312,,,,,POINT (121.0186776 14.5344723)
26313,,,,,POINT (121.0211842 14.5328301)
26314,,,,,POINT (121.0222781 14.5331786)
26315,marketplace,,,,POINT (121.0223299 14.5333301)
26316,,,,,POINT (121.0206478 14.5338151)
26317,,yes,,,POINT (121.0222993 14.5337118)
26318,,yes,,,POINT (121.022015 14.534132)
26319,bank,,,,POINT (121.0219345 14.5347808)
26320,,,convenience,,POINT (121.0220631 14.534665)
26321,,,,company,POINT (121.0221659 14.5347976)
26322,,,,yes,POINT (121.0227293 14.5336103)
26323,parking,,,,POINT (121.0229229 14.5335414)
26324,embassy,,,,POINT (121.0229665 14.5337369)
26325,,,,,POINT (121.0228836 14.5340951)
26326,fuel,,,,POINT (121.0124061 14.538733)
26327,,,,ngo,POINT (121.0133892 14.5388631)
26328,,,,,POINT (121.0142392 14.5388375)
26329,,,,,POINT (121.0144007 14.5387945)
26330,fast_food,,,,POINT (121.0121324 14.5391982)
26331,,,,,POINT (121.0122689 14.5391871)
26332,fast_food,,,,POINT (121.0121772 14.5394775)
26333,,,convenience,,POINT (121.0123224 14.5396296)
26334,fast_food,,,,POINT (121.0123936 14.5392506)
26335,fast_food,,,,POINT (121.0124215 14.5394647)
26336,bank,,,,POINT (121.0119734 14.5400098)
26337,bank,,,,POINT (121.0122506 14.5398028)
26338,bank,,,,POINT (121.0122306 14.5398741)
26339,pharmacy,,,,POINT (121.0119787 14.5402253)
26340,,,food,,POINT (121.0119908 14.5403343)
26341,fast_food,,,,POINT (121.0122285 14.5402192)
26342,,,,,POINT (121.0134043 14.5390965)
26343,,,,,POINT (121.0133804 14.5393246)
26344,,,,,POINT (121.0142263 14.5392277)
26345,,,hardware,,POINT (121.0143271 14.5398209)
26346,,,hardware,,POINT (121.0142769 14.5399817)
26347,,yes,,,POINT (121.0140677 14.5401131)
26348,,,,,POINT (121.0098611 14.54187)
26349,,,computer,,POINT (121.0089226 14.5428572)
26350,,,,,POINT (121.0090774 14.5430705)
26351,,,,,POINT (121.0093444 14.5430754)
26352,,,car_repair,,POINT (121.0116182 14.5427781)
26353,doctors,,,,POINT (121.0115779 14.5430016)
26354,,,internet_access,,POINT (121.0115577 14.5431005)
26355,restaurant,,,,POINT (121.0120874 14.5409184)
26356,,,,,POINT (121.0121089 14.5410775)
26357,police,,,,POINT (121.0120003 14.5414169)
26358,restaurant,,,,POINT (121.0120897 14.5412365)
26359,fire_station,,,,POINT (121.0119949 14.5414973)
26360,,,bakery,,POINT (121.0121464 14.5415937)
26361,place_of_worship,,,,POINT (121.0128465 14.5415322)
26362,,yes,,,POINT (121.0134209 14.5404607)
26363,,,convenience,,POINT (121.0136457 14.5405161)
26364,,,convenience,,POINT (121.0134953 14.5409098)
26365,,,convenience,,POINT (121.0135151 14.540923)
26366,,,car_repair,,POINT (121.0135415 14.5410746)
26367,post_office,,,,POINT (121.0142009 14.5411588)
26368,bank,,,,POINT (121.0117021 14.5417978)
26369,,,,,POINT (121.0127174 14.5419719)
26370,,,,,POINT (121.0127686 14.5420384)
26371,,,pawnbroker,,POINT (121.011827 14.5428221)
26372,,,second_hand,,POINT (121.0126036 14.5428843)
26373,,,books,,POINT (121.0125926 14.5431005)
26374,,,general,,POINT (121.0129966 14.5431424)
26375,,,,,POINT (121.0143364 14.5423751)
26376,doctors,,,,POINT (121.010248 14.5440969)
26377,,,hairdresser,,POINT (121.0105558 14.5432983)
26378,,,supermarket,,POINT (121.0107866 14.5433313)
26379,,,supermarket,,POINT (121.0109368 14.5433642)
26380,,,bakery,,POINT (121.0107792 14.5438075)
26381,atm,,,,POINT (121.0110248 14.5434635)
26382,doctors,,,,POINT (121.0115376 14.5431994)
26383,fast_food,,,,POINT (121.0113905 14.5433509)
26384,fast_food,,,,POINT (121.0115045 14.5434366)
26385,,,,,POINT (121.0109801 14.5437189)
26386,,,,,POINT (121.0112387 14.5437607)
26387,fast_food,,,,POINT (121.0114732 14.5435141)
26388,,,car_repair,,POINT (121.0114789 14.5436097)
26389,,,pawnbroker,,POINT (121.0114533 14.5437269)
26390,,,,,POINT (121.0104713 14.5443896)
26391,,,car_repair,,POINT (121.0114533 14.5439211)
26392,,,car_repair,,POINT (121.0116511 14.5439431)
26393,bar,,,,POINT (121.0111089 14.5442508)
26394,,,laundry,,POINT (121.0113544 14.5442911)
26395,,,,company,POINT (121.0097148 14.5457009)
26396,,,car_repair,,POINT (121.0112994 14.5446208)
26397,,,car_repair,,POINT (121.0115266 14.5446465)
26398,,,car,,POINT (121.0113068 14.5449232)
26399,,,car_repair,,POINT (121.0112262 14.5449835)
26400,school,,,,POINT (121.01104 14.5450542)
26401,,,hairdresser,,POINT (121.0112076 14.5451007)
26402,,,car_repair,,POINT (121.0113547 14.5448878)
26403,dentist,,,,POINT (121.0111656 14.5453007)
26404,fuel,,,,POINT (121.0111133 14.545445)
26405,,,car_repair,,POINT (121.0114203 14.5452326)
26406,,,car_repair,,POINT (121.011408 14.5453141)
26407,,,car_repair,,POINT (121.0113776 14.5455149)
26408,,,supermarket,,POINT (121.0111229 14.5456278)
26409,place_of_worship,,,,POINT (121.0111234 14.545684)
26410,,,car_repair,,POINT (121.0111116 14.5457399)
26411,,,travel_agency,,POINT (121.0110979 14.5457931)
26412,,,car_repair,,POINT (121.0113675 14.5455815)
26413,,,car_repair,,POINT (121.0113548 14.545665)
26414,,,internet_access,,POINT (121.0113404 14.5457602)
26415,,,hairdresser,,POINT (121.0113287 14.5458371)
26416,,,car_repair,,POINT (121.0117757 14.5434778)
26417,,,car_repair,,POINT (121.0117586 14.5435706)
26418,,,car_repair,,POINT (121.0117415 14.5436634)
26419,,,car_repair,,POINT (121.0117244 14.5437562)
26420,restaurant,,,,POINT (121.0122897 14.5434986)
26421,,,furniture,,POINT (121.0128454 14.5431701)
26422,,,bakery,,POINT (121.0129443 14.5436793)
26423,,,car_repair,,POINT (121.011761 14.5439541)
26424,,,car_repair,,POINT (121.0126586 14.5439101)
26425,,apartments,,,POINT (121.012893 14.5439541)
26426,wrecker_service,,,,POINT (121.0142206 14.5443177)
26427,,,,,POINT (121.0144011 14.5443417)
26428,,yes,,,POINT (121.0129223 14.5447747)
26429,,,computer,,POINT (121.0137482 14.5454868)
26430,,,,,POINT (121.0168149 14.5371185)
26431,,,,,POINT (121.0177784 14.535388)
26432,,,,,POINT (121.0179516 14.5349615)
26433,cafe,,,,POINT (121.0188328 14.535402)
26434,car_wash,,,,POINT (121.0190763 14.5357587)
26435,restaurant,,,,POINT (121.0185798 14.5359785)
26436,,,supermarket,,POINT (121.0185959 14.536142)
26437,bicycle_parking,,,,POINT (121.0187968 14.5362108)
26438,,,,,POINT (121.0195284 14.5358911)
26439,,,,,POINT (121.017612 14.5363703)
26440,,,,,POINT (121.0177956 14.5372752)
26441,bank,,,,POINT (121.0185366 14.5363158)
26442,,,,,POINT (121.0190115 14.5368607)
26443,,,,company,POINT (121.0196143 14.5373515)
26444,,,,,POINT (121.0151524 14.5389648)
26445,,,,,POINT (121.0165618 14.5382512)
26446,pub,,,,POINT (121.0171361 14.5388631)
26447,cafe,,,,POINT (121.0171191 14.5389202)
26448,bank,,,,POINT (121.0153706 14.5394515)
26449,,,convenience,,POINT (121.0148459 14.5400249)
26450,,,bicycle,,POINT (121.0157017 14.5403278)
26451,,,car_parts,,POINT (121.0161629 14.5392446)
26452,parking,,,,POINT (121.0162599 14.5394451)
26453,,,,,POINT (121.0165597 14.5397864)
26454,,,,,POINT (121.0168743 14.5398768)
26455,taxi,,,,POINT (121.0169682 14.5403148)
26456,restaurant,,,,POINT (121.0178341 14.5377779)
26457,fast_food,,,,POINT (121.0175712 14.5379804)
26458,restaurant,,,,POINT (121.0177697 14.5379074)
26459,restaurant,,,,POINT (121.0176878 14.5379216)
26460,pub,,,,POINT (121.0176848 14.5380353)
26461,,,butcher,,POINT (121.0175902 14.5381854)
26462,,,,,POINT (121.0183842 14.5377438)
26463,,,,,POINT (121.0185145 14.5377841)
26464,bank,,,,POINT (121.0172045 14.5387632)
26465,cafe,,,,POINT (121.0171718 14.5388217)
26466,,,,,POINT (121.0175515 14.5387536)
26467,,,,,POINT (121.0180585 14.538586)
26468,,,,,POINT (121.0191973 14.5376767)
26469,,,,,POINT (121.0197598 14.5377426)
26470,,,car,,POINT (121.0194668 14.5388584)
26471,,,,,POINT (121.0174804 14.539647)
26472,,,,,POINT (121.0171663 14.5399549)
26473,,,bicycle,,POINT (121.0189801 14.5402128)
26474,,,,,POINT (121.0200468 14.5349278)
26475,,,car,,POINT (121.0211804 14.5356722)
26476,,,car_repair,,POINT (121.0212223 14.5357705)
26477,parking,,,,POINT (121.0209005 14.5360495)
26478,,yes,,,POINT (121.0209568 14.5362263)
26479,,,car,,POINT (121.0211419 14.5362425)
26480,,,car,,POINT (121.0215469 14.5351254)
26481,,,car,,POINT (121.021461 14.5353199)
26482,bank,,,,POINT (121.0202394 14.5365618)
26483,,yes,,,POINT (121.0202823 14.5364786)
26484,parking,,,,POINT (121.0205813 14.5366275)
26485,,,,,POINT (121.0207404 14.5365435)
26486,,,car,,POINT (121.0211205 14.5363284)
26487,pharmacy,,,,POINT (121.0205622 14.5374383)
26488,restaurant,,,,POINT (121.0203896 14.5375769)
26489,bank,,,,POINT (121.02069 14.5370138)
26490,,,convenience,,POINT (121.020597 14.5373604)
26491,,,car,,POINT (121.0201348 14.5377245)
26492,,,car_repair,,POINT (121.0199832 14.5380235)
26493,,,water,,POINT (121.0144568 14.5405714)
26494,,,,,POINT (121.0148217 14.5406527)
26495,,,car_repair,,POINT (121.015586 14.5405697)
26496,dentist,,,,POINT (121.0149153 14.5414336)
26497,,,laundry,,POINT (121.0149482 14.5413457)
26498,,,,,POINT (121.0154941 14.5415911)
26499,,,,company,POINT (121.0157725 14.5414702)
26500,,,,,POINT (121.0156113 14.5416278)
26501,,,,,POINT (121.0169086 14.5404337)
26502,,,,,POINT (121.0169994 14.5404539)
26503,,,,,POINT (121.0168498 14.5408269)
26504,,,,,POINT (121.0169796 14.5407766)
26505,,,,,POINT (121.0169921 14.5408019)
26506,,,,,POINT (121.0170148 14.5407933)
26507,,,,,POINT (121.0158594 14.5416099)
26508,,,,,POINT (121.0164989 14.5414593)
26509,place_of_worship,,,,POINT (121.0144461 14.5419274)
26510,kindergarten,,,,POINT (121.0148017 14.5418036)
26511,,,,,POINT (121.0156559 14.5420355)
26512,,,,,POINT (121.0159315 14.5424659)
26513,,,,,POINT (121.0174171 14.5409384)
26514,bus_station,,,,POINT (121.0182007 14.5406452)
26515,pharmacy,,,,POINT (121.0175956 14.5414625)
26516,,,bakery,,POINT (121.0189193 14.5407)
26517,restaurant,,,,POINT (121.0188549 14.5408196)
26518,fast_food,,,,POINT (121.0187797 14.5409519)
26519,,,supermarket,,POINT (121.0189574 14.5409092)
26520,,,convenience,,POINT (121.0189166 14.5410324)
26521,fast_food,,,,POINT (121.0190797 14.5410354)
26522,bicycle_parking,,,,POINT (121.0187941 14.5410971)
26523,restaurant,,,,POINT (121.0190452 14.5411)
26524,restaurant,,,,POINT (121.0191364 14.5411389)
26525,cafe,,,,POINT (121.0192134 14.5411758)
26526,gambling,,,,POINT (121.0192979 14.5411126)
26527,bank,,,,POINT (121.0193017 14.5413133)
26528,,,,,POINT (121.0194673 14.5415901)
26529,,,supermarket,,POINT (121.0184052 14.5418602)
26530,,,hifi,,POINT (121.0172795 14.5430004)
26531,bicycle_parking,,,,POINT (121.0177125 14.5429084)
26532,,,cosmetics,,POINT (121.0178177 14.5429439)
26533,,,convenience,,POINT (121.0178229 14.5429974)
26534,,,,,POINT (121.0179227 14.5427778)
26535,,,hardware,,POINT (121.017875 14.5428688)
26536,,,,company,POINT (121.0180969 14.5431353)
26537,,,convenience,,POINT (121.0187153 14.5419878)
26538,,,supermarket,,POINT (121.0187279 14.5421572)
26539,,,,,POINT (121.0186937 14.5424473)
26540,,,,,POINT (121.0186852 14.5424606)
26541,,,,,POINT (121.019178 14.5422175)
26542,,,,,POINT (121.0193194 14.5419045)
26543,,,,,POINT (121.0194073 14.542026)
26544,,,,,POINT (121.01972 14.5418306)
26545,,,,,POINT (121.0198656 14.5419563)
26546,,,electronics,,POINT (121.0194063 14.5423633)
26547,,,,,POINT (121.0194159 14.5423667)
26548,,,,,POINT (121.0186752 14.542478)
26549,bar,,,,POINT (121.0147467 14.5437892)
26550,,,,,POINT (121.0154166 14.5434363)
26551,,,,,POINT (121.015716 14.543561)
26552,,,,,POINT (121.0148952 14.5444326)
26553,,,,,POINT (121.0162874 14.5437513)
26554,,,doityourself,,POINT (121.016995 14.5432431)
26555,,,,,POINT (121.0164179 14.54392)
26556,,,,,POINT (121.0161116 14.5442747)
26557,,,,,POINT (121.016036 14.5443699)
26558,,,doityourself,,POINT (121.0166371 14.5440169)
26559,,,car,,POINT (121.0171191 14.5440671)
26560,bank,,,,POINT (121.0166783 14.5444824)
26561,,,car,,POINT (121.0170411 14.5442112)
26562,,,,company,POINT (121.0168159 14.5444796)
26563,bar,,,,POINT (121.0168942 14.544463)
26564,,,,,POINT (121.0144262 14.5453453)
26565,,,bicycle,,POINT (121.0162821 14.5446681)
26566,school,,,,POINT (121.0162351 14.5447083)
26567,,,,,POINT (121.0161834 14.5448077)
26568,bank,,,,POINT (121.0164186 14.5449758)
26569,,,bicycle,,POINT (121.0163555 14.5450402)
26570,bank,,,,POINT (121.0164618 14.5452004)
26571,bank,,,,POINT (121.0164852 14.5448238)
26572,bank,,,,POINT (121.0167844 14.5448671)
26573,bar,,,,POINT (121.0170174 14.5445566)
26574,,,art,,POINT (121.0169485 14.5448966)
26575,bank,,,,POINT (121.0163847 14.5453416)
26576,,,convenience,,POINT (121.0162092 14.5455018)
26577,,,,,POINT (121.0161651 14.5456529)
26578,nightclub,,,,POINT (121.0163975 14.5456958)
26579,bar,,,,POINT (121.0161669 14.5458848)
26580,,,art,,POINT (121.0166588 14.5453276)
26581,bar,,,,POINT (121.0165685 14.5457788)
26582,,,electronics,,POINT (121.0169664 14.5458463)
26583,clinic,,,,POINT (121.017312 14.5437543)
26584,,,car_repair,,POINT (121.0172215 14.544629)
26585,,,,,POINT (121.017196 14.5448909)
26586,,,,,POINT (121.0179498 14.5448867)
26587,,,,,POINT (121.0203901 14.5425906)
26588,bus_station,,,,POINT (121.0250362 14.5409658)
26589,,,,,POINT (121.0251199 14.543039)
26590,,,,,POINT (121.0250719 14.5431312)
26591,,,,,POINT (121.0207486 14.5431792)
26592,,,,,POINT (121.0216268 14.5436273)
26593,,,car_repair,,POINT (121.0026272 14.553898)
26594,,,,,POINT (121.0003333 14.5547731)
26595,,,,,POINT (121.0006351 14.5558974)
26596,,,,,POINT (120.9993974 14.5567537)
26597,,,,,POINT (121.0009909 14.5545227)
26598,bank,,,,POINT (121.0012764 14.5554232)
26599,,,motorcycle,,POINT (121.0015211 14.5551149)
26600,clinic,,,,POINT (121.0016265 14.5555091)
26601,,,motorcycle,,POINT (121.0017983 14.5552373)
26602,studio,,,,POINT (121.0020989 14.554284)
26603,,,car,,POINT (121.0024783 14.5550356)
26604,,,motorcycle,,POINT (121.0025961 14.5550481)
26605,,,,,POINT (121.0020813 14.5552285)
26606,,,,,POINT (121.0022275 14.5554976)
26607,,,,company,POINT (121.0027462 14.5554149)
26608,bank,,,,POINT (121.0015636 14.5555135)
26609,cafe,,,,POINT (121.0018348 14.5561865)
26610,,,,,POINT (121.0020329 14.5567907)
26611,,,,,POINT (121.0022806 14.5555901)
26612,,,beauty,,POINT (121.002295 14.5557743)
26613,bank,,,,POINT (121.0023559 14.5557735)
26614,,,electronics,,POINT (121.0025669 14.5558488)
26615,,,,,POINT (121.0028408 14.555639)
26616,,,,,POINT (121.0028071 14.5556834)
26617,bank,,,,POINT (121.0034141 14.5557511)
26618,,,bicycle,,POINT (121.0032034 14.5559372)
26619,bank,,,,POINT (121.0033261 14.5559815)
26620,,,travel_agency,,POINT (121.0031905 14.5564915)
26621,,,,,POINT (120.9994657 14.5569747)
26622,,,,,POINT (120.9999728 14.5574316)
26623,,,,,POINT (120.9988967 14.558745)
26624,,,,company,POINT (121.001165 14.5575179)
26625,car_wash,,,,POINT (121.0018462 14.5574267)
26626,restaurant,,,,POINT (121.0018426 14.557593)
26627,restaurant,,,,POINT (121.0029643 14.5578325)
26628,,,,company,POINT (121.0013771 14.5583848)
26629,hospital,,,,POINT (121.0032624 14.5586101)
26630,,,,,POINT (120.9987423 14.5599632)
26631,bank,,,,POINT (120.9991403 14.5621768)
26632,pharmacy,,,,POINT (120.9996606 14.5623117)
26633,,,,,POINT (121.0012359 14.5598588)
26634,place_of_worship,,,,POINT (121.0011085 14.5607641)
26635,,,,,POINT (121.0027973 14.5596777)
26636,,,butcher,,POINT (121.0020234 14.5616603)
26637,,,laundry,,POINT (121.0026304 14.5613076)
26638,,,,,POINT (121.0026296 14.5616426)
26639,pharmacy,,,,POINT (121.0021954 14.5617965)
26640,,,photo,,POINT (120.9973231 14.5634839)
26641,,,,,POINT (120.9975687 14.5636929)
26642,,,,ngo,POINT (120.9986923 14.5624411)
26643,,,,,POINT (121.0006155 14.5632411)
26644,,,car_repair,,POINT (121.000584 14.5635909)
26645,,,,government,POINT (120.9982607 14.5640639)
26646,bank,,,,POINT (120.9983591 14.5639904)
26647,fast_food,,yes,,POINT (120.9989853 14.5645933)
26648,car_rental,,,,POINT (121.0002661 14.564677)
26649,,,,,POINT (121.0006488 14.5646703)
26650,,,convenience,,POINT (121.0013402 14.5633837)
26651,fuel,,,,POINT (121.0009451 14.5635898)
26652,,,convenience,,POINT (121.0012734 14.5634965)
26653,school,,,,POINT (121.0028417 14.563552)
26654,,,furniture,,POINT (121.0030157 14.5636597)
26655,restaurant,,,,POINT (121.0031551 14.5634436)
26656,restaurant,,,,POINT (121.0017881 14.5644823)
26657,,,,company,POINT (121.0030518 14.5647369)
26658,,,travel_agency,,POINT (121.0031888 14.5645039)
26659,restaurant,,,,POINT (121.0024202 14.5653041)
26660,restaurant,,,,POINT (121.0024445 14.5655553)
26661,,,,,POINT (121.0032722 14.5653533)
26662,fuel,,,,POINT (121.0026812 14.5661626)
26663,,,,,POINT (121.0027063 14.5663309)
26664,restaurant,,,,POINT (121.0027665 14.5659015)
26665,,,,,POINT (121.0029663 14.5658781)
26666,,,,,POINT (121.0031101 14.5660084)
26667,,,,,POINT (121.0028822 14.5664233)
26668,,,,,POINT (121.0032871 14.566169)
26669,,,,,POINT (121.003305 14.5661864)
26670,,,,,POINT (121.0032085 14.5664746)
26671,,,,,POINT (121.0033491 14.566398)
26672,,,,,POINT (121.0019381 14.5677995)
26673,,,,,POINT (121.0030891 14.5665329)
26674,,,,,POINT (121.003114 14.5665457)
26675,,,,,POINT (121.0028448 14.5669239)
26676,,,,,POINT (121.0028695 14.5669395)
26677,,,,,POINT (121.0028959 14.5669546)
26678,,,,,POINT (121.0030594 14.5669057)
26679,,,,,POINT (121.0026175 14.5675712)
26680,police,,,,POINT (121.0084187 14.5474907)
26681,school,,,,POINT (121.007979 14.5484355)
26682,post_box,,,,POINT (121.0081446 14.5504763)
26683,,,,,POINT (121.0087971 14.5501816)
26684,,,,,POINT (121.0086973 14.5506026)
26685,,,car,,POINT (121.0087427 14.5508182)
26686,doctors,,,,POINT (121.0088765 14.5508383)
26687,,,hardware,,POINT (121.0092003 14.5460129)
26688,,,,,POINT (121.0102274 14.5459088)
26689,,,,,POINT (121.010281 14.5463463)
26690,,,bakery,,POINT (121.0098901 14.5468707)
26691,,,car_parts,,POINT (121.0099794 14.5466313)
26692,,,laundry,,POINT (121.0108085 14.5464415)
26693,,,lpg,,POINT (121.0110503 14.5462584)
26694,,,bakery,,POINT (121.0111278 14.5464032)
26695,,,car_repair,,POINT (121.0112555 14.546273)
26696,,,car_repair,,POINT (121.01101 14.5464562)
26697,,,car_repair,,POINT (121.0112298 14.5464782)
26698,school,,,,POINT (121.0116567 14.5465723)
26699,,,,ngo,POINT (121.0104293 14.5471059)
26700,place_of_worship,,,,POINT (121.0107261 14.5470796)
26701,bank,,,,POINT (121.0111117 14.5467921)
26702,school,,,,POINT (121.0093858 14.547463)
26703,taxi,,,,POINT (121.0095319 14.54762)
26704,fast_food,,,,POINT (121.0092912 14.5478515)
26705,dentist,,,,POINT (121.0093734 14.5483221)
26706,dentist,,,,POINT (121.0093734 14.5483221)
26707,dentist,,,,POINT (121.009362 14.5483275)
26708,bank,,,,POINT (121.0108272 14.5473903)
26709,place_of_worship,,,,POINT (121.0108241 14.5474518)
26710,,,car_repair,,POINT (121.0110053 14.5474259)
26711,post_office,,,,POINT (121.0102925 14.5480509)
26712,,,,,POINT (121.0107727 14.5483626)
26713,,,convenience,,POINT (121.0108389 14.5484558)
26714,place_of_worship,,,,POINT (121.0121177 14.5464365)
26715,,,,,POINT (121.0121276 14.5465127)
26716,school,,,,POINT (121.0124194 14.5464925)
26717,townhall,,,,POINT (121.0119961 14.5468701)
26718,,,junkyard,,POINT (121.0120871 14.546632)
26719,,,,publisher,POINT (121.0121321 14.5469576)
26720,,,,,POINT (121.0128793 14.5470134)
26721,,,travel_agency,,POINT (121.0129474 14.5470321)
26722,place_of_worship,,,,POINT (121.01334 14.5459543)
26723,,,,,POINT (121.0138965 14.5463399)
26724,,,,,POINT (121.013545 14.5469984)
26725,school,,,,POINT (121.0125736 14.547549)
26726,school,,,,POINT (121.0125993 14.5475341)
26727,,,,,POINT (121.0130034 14.5478984)
26728,school,,,,POINT (121.0121893 14.5482951)
26729,college,,,,POINT (121.0121314 14.5483025)
26730,,,,,POINT (121.0124645 14.5483766)
26731,,,,,POINT (121.0126197 14.548437)
26732,,,,,POINT (121.0129371 14.548525)
26733,,,,,POINT (121.0133915 14.5474255)
26734,,,,,POINT (121.0132922 14.5476228)
26735,,,,,POINT (121.0133201 14.5476344)
26736,restaurant,,,,POINT (121.0143254 14.5479065)
26737,,,car,,POINT (121.0135521 14.5479835)
26738,,,bakery,,POINT (121.0139352 14.5481009)
26739,,,convenience,,POINT (121.0141872 14.5482246)
26740,,,car,,POINT (121.0143178 14.5482588)
26741,,,car,,POINT (121.0141229 14.548468)
26742,,,outdoor,,POINT (121.009688 14.5490928)
26743,,,,,POINT (121.0089246 14.5496201)
26744,,,convenience,,POINT (121.0108478 14.5490411)
26745,,,,,POINT (121.0108264 14.5491532)
26746,,,computer,,POINT (121.0104139 14.5498512)
26747,,,computer,,POINT (121.0106257 14.5498963)
26748,,,,,POINT (121.0115933 14.549576)
